"scss/title/checkout-onepage__form_border-color","Form border color"
"scss/title/checkout-onepage__form_background-color","Form Background color"
"scss/title/checkout-onepage__form_label-color","Label color"
"scss/title/checkout-onepage__form_label_font","Label Font"
"scss/title/checkout-onepage__form_input-color","Input color"
"scss/title/checkout-onepage__form_input_border","Input Border"
"scss/title/checkout-onepage__form_input_border-color","Input Border color"
"scss/title/checkout-onepage__form_input_font","Input Font"
"scss/title/checkout-onepage__progress-complete-title_color","Complete text color"
"scss/title/checkout-onepage__progress-title_border","Border"
"scss/title/checkout-onepage__progress-title_border-color","Border color"
"scss/title/checkout-onepage__progress-complete-title_border-color","Complete title border color"
"scss/fieldset/register_title","Register/Login page title"
"scss/title/register__block-content__title_color","Color"
"scss/title/register__block-content__title_font","Font"
"scss/fieldset/register_form","Register/Login Form"
"scss/title/register__block-content__form_background-color","Background color"
"scss/title/register__block-content__form_border","Form Border"
"scss/title/register__block-content__form_border-color","Form Border Color"
"scss/title/register__block-content__form_label-color","Label color"
"scss/title/register__block-content__form_label_font","Label font"
"scss/title/register__block-content__form_input-color","Input color"
"scss/title/register__block-content__form_input_border","Input border"
"scss/title/register__block-content__form_input_border-color","Input border color"
"scss/title/register__block-content__form_input_font","Input font"
"scss/title/register__block-content__form_button-background-color","Button background color"
"scss/title/register__block-content__form_button-color","Button color"
"scss/title/register__block-content__form_button-font","Button font"
"scss/fieldset/sidebar_navigation","My account main aside menu"
"scss/fieldset/my_account_content","My account main content"
"scss/title/account__block-content_border-color","Border Color"
"scss/title/account__block-content__title_background-color","Title Background color"
"scss/title/account__block-content__title-color","Title color"
"scss/title/account__block-content__title-font","Title font"
"scss/title/account__block-content__list-font","List link font"
"scss/title/account__block-content__subtitle-color","Subtitle color"
"scss/title/account__block-content__subtitle-font","Subtitle font"
"scss/title/account__block-content__panel_title-color","Panel title color"
"scss/title/account__block-content__panel_title-font","Panel title font"
"scss/title/account__block-content__text-color","Text color"
"scss/title/account__block-content__text-font","Text font"
"scss/title/account__block-content__button-color","Button color"
"scss/title/account__block-content__button-font","Button font"
"scss/title/account__block-content__sidebar_title-color","Title color"
"scss/title/account__block-content_button_border-color","Buton Border color"
"layout/title/product_view_tabs_orientation","Tabs Orientation"
"layout/options/product_view_tabs_orientation/1","Horizontal"
"layout/options/product_view_tabs_orientation/2","Vertical"
"scss/title/empty_cart-title-color","Empty Cart Title Color"
"scss/title/empty_cart-title-font","Empty Cart Title Font"
"scss/title/empty_cart-button-color","Empty Cart Button Color"
"scss/title/empty_cart-button-background-color","Empty Cart Button Background Color"
"scss/title/empty_cart-button-hover-color","Empty Cart Button Hover Color"
"scss/title/empty_cart-button-hover-background-color","Empty Cart Button Background Hover Color"
"scss/title/empty_cart-button-font","Empty Cart Button Font"
"scss/fieldset/empty_cart","Empty Cart"
"layout/title/checkout_view_new_layout","New layout for onepage checkout"
"layout/tab/my_account","My account"
"layout/title/my_account_register_new_layout","New layout for register page"
"layout/title/my_account_login_new_layout","New layout for login page"
"scss/title/product-view__product-collateral-group-name_background-color","Attribute Group Background Color"
"scss/title/product-view__product-collateral-group-name_color","Attribute Group Color"
"scss/title/product-view__product-collateral-group-name_font","Attribute Group Font"
"layout/title/my_account_customer_new_layout","New layout for customer page"
"scss/title/mini-cart-button-view-color","See cart button color"
"scss/title/mini-cart-button-view_background-color","See cart button background color"
"scss/title/mini-cart-button-proceed-color","Proceed to checkout button color"
"scss/title/mini-cart-button-proceed_background-color","Proceed to checkout button background color"
"scss/title/mini-cart-button__border","Border for buttons in mini cart"
"scss/title/mini-cart-button-view__border-color","Border color for see cart button"
"scss/title/mini-cart-button-proceed__border-color","Border color for proceed to checkout button"
"scss/title/mini-cart-button_font","Mini cart buttons font"
"scss/fieldset/shopping_cart_table","Shopping cart table buttons"
"scss/title/shopping-cart-table-button-empty-color","Empty cart button color"
"scss/title/shopping-cart-table-button-empty_background-color","Empty cart background color"
"scss/title/shopping-cart-table-button-update-color","Update cart button color"
"scss/title/shopping-cart-table-button-update_background-color","Update cart button background color"
"scss/title/shopping-cart-table-button_border","Border for shopping cart table buttons"
"scss/title/shopping-cart-table-button-empty_border-color","Border color for empty cart"
"scss/title/shopping-cart-table-button-update_border-color","Border color for update cart"
"scss/title/shopping-cart-table-button_font","Fonts for shopping cart table buttons"
"scss/title/button-action_border","Border"
"scss/title/button-action_border-color","Border Color"
"scss/title/button-action_hover_border-color","Hover border color"
"scss/title/button-action_font","Font"
"scss/title/cart__btn-checkout_hover_background-color","Hover Button Background color"
"scss/title/cart__btn-checkout_hover_color","Hover button color"
"scss/title/cart__btn-checkout_border","Button border"
"scss/title/cart__btn-checkout_border-color","Button border color"
"scss/title/cart__btn-checkout_hover_border-color","Button border hover color"
"scss/title/cart__btn-checkout_font","Button font"
